order_id,customer_id,amount,quantity,category,city,country,order_date
88,484,106.61,3,Electronics,Munich,Germany,2023-06-06
89,496,162.3,4,Clothing,Munich,Germany,2023-01-12
90,64,119.36,2,Home,Vancouver,Canada,2023-08-18
91,464,54.64,1,Electronics,LA,USA,2023-02-06
92,279,99.24,2,Clothing,Paris,France,2023-03-10
93,449,158.25,1,Home,LA,USA,2023-09-17
94,383,29.88,3,Books,Manchester,UK,2023-08-11
95,108,68.56,1,Electronics,Berlin,Germany,2023-11-25
96,3,84.6,1,Clothing,Berlin,Germany,2023-06-27
97,437,87.85,3,Clothing,London,UK,2023-08-20
98,450,5.0,2,Electronics,Chicago,USA,2023-05-09
99,74,76.11,1,Home,NYC,USA,2023-11-04
100,17,33.6,2,Electronics,LA,USA,2023-12-26
101,166,111.12,1,Clothing,London,UK,2023-02-26
102,189,95.92,2,Books,London,UK,2023-11-13
103,417,73.33,2,Electronics,LA,USA,2023-07-08
104,364,58.85,2,Home,Chicago,USA,2023-11-01
105,38,45.91,1,Electronics,Berlin,Germany,2023-06-21
106,275,66.15,3,Clothing,Chicago,USA,2023-12-28
107,201,87.58,3,Home,London,UK,2023-02-10
108,333,128.11,3,Clothing,Toronto,Canada,2023-07-10
109,133,169.14,3,Clothing,LA,USA,2023-01-15
110,75,8.12,2,Books,Chicago,USA,2023-11-06
111,49,67.49,1,Books,London,UK,2023-03-06
112,494,95.53,2,Clothing,LA,USA,2023-10-03
113,423,62.46,1,Electronics,London,UK,2023-05-25
114,95,172.56,3,Books,Lyon,France,2023-10-02
115,234,5.0,2,Electronics,Munich,Germany,2023-11-15
116,165,122.84,1,Clothing,NYC,USA,2023-07-16
117,460,115.6,1,Electronics,Toronto,Canada,2023-11-07
118,466,24.6,1,Electronics,NYC,USA,2023-11-25
119,465,128.14,3,Books,Vancouver,Canada,2023-01-22
120,415,68.38,1,Books,NYC,USA,2023-12-16
121,30,91.29,1,Home,Manchester,UK,2023-07-01
122,81,13.29,1,Clothing,Paris,France,2023-01-18
123,242,46.56,1,Books,LA,USA,2023-03-11
124,321,30.41,1,Electronics,Lyon,France,2023-07-12
125,489,94.92,4,Electronics,Manchester,UK,2023-01-06
126,368,106.87,1,Clothing,Chicago,USA,2023-06-12
127,419,5.0,3,Electronics,Chicago,USA,2023-10-13
128,72,115.08,1,Clothing,Chicago,USA,2023-03-27
129,473,80.64,2,Books,NYC,USA,2023-10-20
130,402,33.27,2,Home,Munich,Germany,2023-11-19
131,325,98.25,3,Clothing,Vancouver,Canada,2023-03-14
132,17,53.95,2,Electronics,Chicago,USA,2023-01-20
133,300,31.07,2,Clothing,Chicago,USA,2023-09-07
134,210,5.0,1,Home,LA,USA,2023-02-23
135,11,31.18,1,Clothing,Paris,France,2023-10-22
136,185,55.87,1,Home,Berlin,Germany,2023-11-26
137,474,40.78,2,Books,Vancouver,Canada,2023-07-12
138,9,105.68,2,Clothing,NYC,USA,2023-01-05
139,404,71.69,3,Electronics,LA,USA,2023-02-20
140,264,68.09,1,Clothing,Vancouver,Canada,2023-04-18
141,276,125.1,1,Electronics,LA,USA,2023-07-20
142,347,139.08,4,Electronics,Lyon,France,2023-08-14
143,308,109.24,2,Clothing,Vancouver,Canada,2023-06-23
144,21,113.37,2,Electronics,Munich,Germany,2023-07-23
145,321,108.63,1,Books,Lyon,France,2023-10-20
146,430,35.58,3,Electronics,London,UK,2023-01-02
147,301,87.05,3,Clothing,Berlin,Germany,2023-11-08
148,384,122.62,4,Home,Toronto,Canada,2023-02-02
149,186,83.74,2,Books,Paris,France,2023-07-10
150,229,53.76,1,Books,Lyon,France,2023-03-26
151,394,8.54,1,Clothing,Vancouver,Canada,2023-04-24
152,387,87.61,3,Home,LA,USA,2023-10-28
153,457,74.66,3,Home,Manchester,UK,2023-11-25
154,286,70.44,1,Electronics,Munich,Germany,2023-03-30
155,497,106.03,1,Clothing,Paris,France,2023-03-09
156,215,43.75,3,Electronics,Munich,Germany,2023-09-19
157,414,74.8,2,Home,Lyon,France,2023-05-04
158,365,75.52,1,Home,NYC,USA,2023-06-03
159,118,5.0,3,Clothing,Lyon,France,2023-05-30
160,283,85.71,3,Clothing,Munich,Germany,2023-05-24
161,283,23.15,1,Electronics,Berlin,Germany,2023-09-27
162,288,18.2,1,Clothing,London,UK,2023-06-22
163,155,129.08,2,Books,LA,USA,2023-01-25
164,171,114.88,3,Clothing,Vancouver,Canada,2023-04-15
165,392,95.82,1,Clothing,Vancouver,Canada,2023-03-02
166,475,58.38,3,Home,London,UK,2023-03-02
167,401,107.98,3,Books,Lyon,France,2023-09-03
168,267,47.67,1,Clothing,LA,USA,2023-11-22
169,156,47.5,4,Electronics,Toronto,Canada,2023-04-20
170,125,77.74,1,Clothing,Vancouver,Canada,2023-12-28
171,203,29.68,2,Clothing,Toronto,Canada,2023-09-01
172,206,35.29,1,Electronics,NYC,USA,2023-05-24
173,259,112.85,3,Clothing,Vancouver,Canada,2023-07-21
174,137,72.16,2,Books,NYC,USA,2023-07-29
175,495,145.95,2,Clothing,NYC,USA,2023-06-22
176,392,16.85,1,Electronics,Vancouver,Canada,2023-03-24
177,18,11.29,1,Books,Chicago,USA,2023-11-27
178,435,93.58,2,Books,Vancouver,Canada,2023-12-02
179,307,34.99,3,Clothing,NYC,USA,2023-02-02
180,338,103.39,3,Books,NYC,USA,2023-11-20
181,78,46.35,1,Clothing,Toronto,Canada,2023-02-07
182,130,75.25,1,Books,London,UK,2023-05-09
183,158,59.54,1,Home,NYC,USA,2023-06-15
184,193,102.59,1,Home,Vancouver,Canada,2023-11-06
185,41,115.2,2,Books,LA,USA,2023-05-03
186,500,93.23,2,Electronics,Toronto,Canada,2023-03-31
187,320,105.26,1,Electronics,NYC,USA,2023-03-15
188,437,92.35,2,Clothing,Manchester,UK,2023-04-14
189,384,90.46,3,Books,Vancouver,Canada,2023-08-11
190,28,83.0,2,Clothing,Paris,France,2023-03-22
191,416,22.89,2,Clothing,Vancouver,Canada,2023-03-15
192,414,74.86,1,Electronics,Lyon,France,2023-05-16
193,306,50.74,1,Electronics,Berlin,Germany,2023-10-04
194,105,85.69,2,Books,Manchester,UK,2023-05-18
195,312,38.2,3,Books,LA,USA,2023-04-10
196,470,115.51,3,Clothing,Munich,Germany,2023-07-11
197,108,38.1,2,Clothing,Berlin,Germany,2023-08-26
198,279,35.42,3,Clothing,Paris,France,2023-01-08
199,217,36.56,1,Clothing,NYC,USA,2023-05-01
200,265,54.86,1,Clothing,NYC,USA,2023-05-01
201,235,16.77,2,Electronics,LA,USA,2023-09-16
202,64,134.93,4,Books,Vancouver,Canada,2023-12-27
203,367,99.13,1,Clothing,NYC,USA,2023-02-15
204,192,78.94,3,Clothing,Lyon,France,2023-08-25
205,150,84.73,1,Books,Chicago,USA,2023-11-15
206,75,49.24,2,Electronics,Chicago,USA,2023-03-31
207,128,59.08,3,Electronics,Munich,Germany,2023-11-15
208,81,40.91,1,Books,Paris,France,2023-08-03
209,238,74.84,3,Clothing,LA,USA,2023-09-20
210,441,58.73,1,Electronics,Manchester,UK,2023-03-31
211,329,39.49,2,Electronics,Toronto,Canada,2023-08-31
212,142,138.11,3,Home,LA,USA,2023-11-16
213,466,76.76,1,Clothing,NYC,USA,2023-03-13
214,169,131.71,2,Home,Manchester,UK,2023-02-06
215,372,113.73,3,Electronics,LA,USA,2023-02-27
216,287,85.27,1,Electronics,NYC,USA,2023-12-06
217,468,89.47,2,Books,LA,USA,2023-08-12
218,438,5.0,3,Books,London,UK,2023-01-25
219,373,80.14,2,Books,NYC,USA,2023-08-09
220,396,108.7,3,Clothing,NYC,USA,2023-06-22
221,413,106.31,4,Home,Lyon,France,2023-08-22
222,298,5.0,3,Books,Munich,Germany,2023-08-04
223,268,98.2,1,Home,Paris,France,2023-06-28
224,382,112.23,2,Home,NYC,USA,2023-02-03
225,292,26.0,1,Clothing,Toronto,Canada,2023-03-05
226,158,65.26,3,Books,LA,USA,2023-05-18
227,235,38.2,1,Home,Chicago,USA,2023-02-17
228,354,120.62,3,Books,Lyon,France,2023-05-19
229,118,66.75,1,Books,Lyon,France,2023-09-06
230,460,128.09,3,Books,Toronto,Canada,2023-10-13
231,304,48.69,3,Electronics,Lyon,France,2023-03-26
232,299,95.5,1,Clothing,NYC,USA,2023-06-12
233,457,47.01,2,Electronics,London,UK,2023-07-13
234,483,100.29,1,Home,LA,USA,2023-05-04
235,4,149.11,3,Electronics,LA,USA,2023-04-02
236,330,48.55,2,Electronics,LA,USA,2023-06-15
237,373,50.91,1,Clothing,LA,USA,2023-11-26
238,24,95.43,3,Home,NYC,USA,2023-03-13
239,28,127.19,3,Clothing,Lyon,France,2023-09-17
240,324,157.62,3,Electronics,LA,USA,2023-09-17
241,298,96.6,1,Books,Munich,Germany,2023-10-24
242,136,53.65,2,Clothing,Vancouver,Canada,2023-06-15
243,32,22.94,1,Books,NYC,USA,2023-09-25
244,472,42.0,1,Electronics,Paris,France,2023-09-21
245,254,135.86,1,Clothing,Chicago,USA,2023-01-06
246,152,93.82,1,Home,Toronto,Canada,2023-08-22
247,17,95.8,1,Electronics,Chicago,USA,2023-03-02
248,300,32.72,1,Clothing,NYC,USA,2023-01-26
249,427,53.27,1,Home,Toronto,Canada,2023-12-11
250,72,101.46,1,Electronics,NYC,USA,2023-03-10
251,271,99.27,2,Books,London,UK,2023-07-24
252,493,84.3,3,Clothing,Vancouver,Canada,2023-01-02
253,19,84.07,1,Electronics,Lyon,France,2023-01-10
254,29,112.62,2,Electronics,Manchester,UK,2023-04-16
255,146,47.16,1,Books,Paris,France,2023-10-05
256,195,146.09,3,Home,LA,USA,2023-10-05
257,155,101.91,3,Clothing,Chicago,USA,2023-02-01
258,2,96.03,1,Clothing,NYC,USA,2023-09-13
259,486,117.27,5,Electronics,Vancouver,Canada,2023-10-26
260,141,51.79,2,Books,Toronto,Canada,2023-09-11
261,95,119.02,3,Books,Paris,France,2023-05-07
262,242,63.42,1,Electronics,LA,USA,2023-03-01
263,8,81.95,2,Clothing,Paris,France,2023-08-29
264,450,27.52,1,Electronics,Chicago,USA,2023-07-23
265,149,89.69,2,Home,London,UK,2023-07-06
266,277,131.58,3,Home,NYC,USA,2023-02-07
267,405,83.85,1,Books,NYC,USA,2023-04-19
268,36,95.66,1,Electronics,Chicago,USA,2023-10-06
269,173,67.11,1,Books,Chicago,USA,2023-09-09
270,355,101.72,4,Clothing,Toronto,Canada,2023-04-29
271,478,54.51,2,Electronics,Toronto,Canada,2023-02-28
272,96,120.62,3,Electronics,Paris,France,2023-06-08
273,232,32.57,4,Clothing,LA,USA,2023-01-04
274,484,105.95,1,Electronics,Berlin,Germany,2023-12-11
275,238,124.27,1,Electronics,NYC,USA,2023-06-22
276,300,36.44,1,Clothing,Chicago,USA,2023-08-14
277,219,75.76,3,Electronics,London,UK,2023-10-16
278,156,72.6,2,Home,Vancouver,Canada,2023-08-09
279,101,77.07,1,Electronics,Manchester,UK,2023-01-25
280,473,52.31,1,Clothing,NYC,USA,2023-05-09
281,167,52.3,2,Clothing,Vancouver,Canada,2023-09-28
282,411,104.36,2,Books,Chicago,USA,2023-10-18
283,69,48.44,1,Electronics,LA,USA,2023-11-23
284,20,67.73,1,Clothing,Vancouver,Canada,2023-06-25
285,283,56.33,1,Clothing,Munich,Germany,2023-11-12
286,299,88.14,1,Books,LA,USA,2023-02-19
287,187,70.79,2,Electronics,Paris,France,2023-05-13
288,254,48.27,2,Clothing,NYC,USA,2023-12-15
289,17,157.81,2,Electronics,NYC,USA,2023-07-25
290,343,101.62,3,Electronics,Munich,Germany,2023-02-20
291,199,144.28,2,Home,Vancouver,Canada,2023-11-07
292,38,8.68,2,Electronics,Munich,Germany,2023-11-01
293,221,78.2,1,Clothing,LA,USA,2023-05-15
294,126,40.1,1,Electronics,LA,USA,2023-07-06
295,270,63.85,1,Books,NYC,USA,2023-09-19
296,29,118.45,1,Books,London,UK,2023-05-27
297,173,67.01,2,Home,NYC,USA,2023-06-06
298,411,92.38,1,Electronics,Chicago,USA,2023-01-28
299,76,31.07,1,Clothing,Lyon,France,2023-04-26
300,133,97.01,1,Home,NYC,USA,2023-05-03
301,11,61.19,1,Books,Lyon,France,2023-10-24
302,280,53.67,2,Books,Paris,France,2023-12-09
303,100,70.02,3,Books,Lyon,France,2023-05-08
304,4,132.55,2,Books,LA,USA,2023-04-20
305,242,5.0,1,Clothing,NYC,USA,2023-06-20
306,205,30.28,1,Home,NYC,USA,2023-12-07
307,148,49.13,1,Clothing,LA,USA,2023-07-19
308,350,115.07,1,Home,Lyon,France,2023-08-11
309,185,38.2,2,Clothing,Berlin,Germany,2023-06-01
310,428,76.38,2,Books,Vancouver,Canada,2023-09-20
311,15,148.19,2,Electronics,LA,USA,2023-07-09
312,480,67.72,3,Home,Chicago,USA,2023-10-03
313,459,129.27,3,Clothing,LA,USA,2023-08-11
314,435,119.93,2,Clothing,Vancouver,Canada,2023-02-09
315,467,57.15,1,Electronics,NYC,USA,2023-01-10
316,237,100.53,2,Electronics,Vancouver,Canada,2023-08-05
317,407,29.43,2,Home,Toronto,Canada,2023-06-13
318,113,66.74,3,Home,NYC,USA,2023-02-11
319,123,172.0,1,Clothing,Chicago,USA,2023-04-13
320,147,63.42,2,Books,Toronto,Canada,2023-07-07
321,261,55.56,2,Home,Vancouver,Canada,2023-04-28
322,407,97.04,2,Clothing,Toronto,Canada,2023-10-06
323,500,14.08,1,Clothing,Toronto,Canada,2023-02-21
324,411,128.78,4,Books,LA,USA,2023-10-17
325,314,106.02,1,Clothing,Paris,France,2023-02-11
326,243,119.04,3,Clothing,NYC,USA,2023-10-22
327,235,51.99,2,Clothing,NYC,USA,2023-09-06
328,144,58.32,2,Home,Chicago,USA,2023-01-02
329,251,5.0,3,Books,Berlin,Germany,2023-05-26
330,164,72.67,4,Books,Berlin,Germany,2023-05-14
331,177,120.78,3,Electronics,Berlin,Germany,2023-09-23
332,226,37.35,2,Home,NYC,USA,2023-09-03
333,458,56.58,3,Clothing,Manchester,UK,2023-10-10
334,208,25.87,3,Electronics,London,UK,2023-10-21
335,253,117.75,3,Electronics,Lyon,France,2023-06-10
336,26,50.84,1,Electronics,LA,USA,2023-11-10
337,382,29.2,2,Clothing,NYC,USA,2023-11-15
338,42,130.17,2,Electronics,Lyon,France,2023-11-28
339,239,123.35,3,Electronics,Manchester,UK,2023-05-02
340,65,61.24,4,Books,Munich,Germany,2023-04-19
341,19,43.09,3,Clothing,Paris,France,2023-04-19
342,140,73.63,1,Clothing,Chicago,USA,2023-06-27
343,46,113.23,1,Books,Paris,France,2023-05-08
344,191,67.71,3,Clothing,Berlin,Germany,2023-10-02
345,496,91.24,2,Clothing,Berlin,Germany,2023-09-30
346,442,13.04,3,Electronics,NYC,USA,2023-02-25
347,331,63.57,1,Home,NYC,USA,2023-03-09
348,380,181.13,2,Home,London,UK,2023-09-24
349,206,89.19,1,Clothing,Chicago,USA,2023-09-04
350,426,65.46,2,Home,Lyon,France,2023-04-01
351,282,110.82,2,Clothing,Vancouver,Canada,2023-08-29
352,290,61.88,2,Books,Chicago,USA,2023-10-18
353,398,87.81,2,Clothing,LA,USA,2023-01-06
354,46,32.83,2,Clothing,Lyon,France,2023-03-15
355,429,39.12,2,Clothing,NYC,USA,2023-05-17
356,172,128.99,3,Electronics,NYC,USA,2023-12-27
357,239,168.73,3,Books,London,UK,2023-11-01
358,257,106.62,3,Home,LA,USA,2023-12-17
359,201,27.89,4,Books,Manchester,UK,2023-08-14
360,40,38.04,1,Home,NYC,USA,2023-12-07
361,210,44.41,1,Electronics,NYC,USA,2023-12-05
362,175,29.96,2,Electronics,Manchester,UK,2023-02-26
363,51,52.96,2,Clothing,Lyon,France,2023-01-06
364,137,54.6,1,Electronics,NYC,USA,2023-01-08
365,26,68.89,2,Books,NYC,USA,2023-12-08
366,284,70.85,2,Clothing,NYC,USA,2023-05-23
367,496,104.94,5,Books,Berlin,Germany,2023-06-02
368,314,41.73,3,Clothing,Paris,France,2023-04-09
369,65,20.19,2,Books,Berlin,Germany,2023-10-14
370,207,19.0,1,Books,Chicago,USA,2023-01-15
371,381,122.24,2,Books,Chicago,USA,2023-01-26
372,305,42.94,2,Electronics,NYC,USA,2023-04-14
373,265,74.99,1,Books,LA,USA,2023-04-07
374,110,82.66,2,Electronics,Toronto,Canada,2023-06-21
375,406,87.29,1,Clothing,NYC,USA,2023-04-12
376,282,99.01,3,Clothing,Vancouver,Canada,2023-03-16
377,82,102.59,1,Electronics,Toronto,Canada,2023-02-26
378,477,40.45,3,Home,LA,USA,2023-09-18
379,440,38.27,1,Home,London,UK,2023-06-03
380,128,42.94,1,Clothing,Munich,Germany,2023-12-04
381,475,36.64,1,Electronics,Manchester,UK,2023-06-06
382,72,45.59,1,Clothing,LA,USA,2023-09-02
383,49,59.95,3,Clothing,Manchester,UK,2023-01-11
384,238,156.32,2,Clothing,LA,USA,2023-07-09
385,461,129.28,1,Home,Lyon,France,2023-03-05
386,174,46.92,3,Clothing,Vancouver,Canada,2023-10-30
387,50,108.74,1,Clothing,NYC,USA,2023-09-14
388,19,116.37,1,Books,Paris,France,2023-07-01
389,400,41.58,1,Books,NYC,USA,2023-10-31
390,89,44.02,1,Home,Manchester,UK,2023-04-18
391,58,30.7,1,Electronics,Toronto,Canada,2023-01-17
392,297,31.4,3,Clothing,London,UK,2023-04-26
393,265,24.31,1,Electronics,NYC,USA,2023-06-04
394,249,36.65,2,Home,Munich,Germany,2023-02-22
395,496,165.44,4,Electronics,Munich,Germany,2023-08-27
396,70,26.43,1,Clothing,Toronto,Canada,2023-08-01
397,105,5.0,2,Clothing,London,UK,2023-01-24
398,496,167.36,3,Electronics,Munich,Germany,2023-04-29
399,4,96.89,5,Clothing,NYC,USA,2023-02-18
400,91,73.82,4,Electronics,Berlin,Germany,2023-07-16
401,284,5.0,1,Books,NYC,USA,2023-04-15
402,132,135.09,2,Clothing,Berlin,Germany,2023-07-20
403,325,154.55,1,Electronics,Toronto,Canada,2023-12-24
404,97,35.86,2,Home,LA,USA,2023-08-26
405,349,100.69,2,Clothing,LA,USA,2023-10-09
406,321,42.49,2,Home,Lyon,France,2023-05-19
407,21,5.0,1,Home,Munich,Germany,2023-10-02
408,241,53.94,2,Books,LA,USA,2023-12-13
409,91,92.84,4,Home,Munich,Germany,2023-03-09
410,147,43.95,1,Home,Vancouver,Canada,2023-09-14
411,377,13.32,2,Electronics,NYC,USA,2023-09-27
412,348,102.91,3,Books,LA,USA,2023-06-03
413,500,67.27,1,Clothing,Toronto,Canada,2023-01-22
414,79,30.1,2,Books,Berlin,Germany,2023-04-24
415,234,25.93,1,Electronics,Munich,Germany,2023-09-03
416,90,87.89,1,Electronics,Berlin,Germany,2023-03-22
417,101,90.59,3,Home,London,UK,2023-06-10
418,148,65.71,3,Home,Chicago,USA,2023-02-04
419,482,113.39,1,Clothing,Chicago,USA,2023-08-14
420,414,50.42,2,Electronics,Lyon,France,2023-08-04
421,178,23.73,1,Books,Munich,Germany,2023-08-06
422,444,53.65,1,Clothing,Vancouver,Canada,2023-06-24
423,281,86.84,1,Clothing,Chicago,USA,2023-02-21
424,256,121.25,2,Home,Munich,Germany,2023-09-16
425,87,109.38,2,Clothing,Chicago,USA,2023-07-06
426,238,121.01,2,Clothing,NYC,USA,2023-06-01
427,493,117.04,3,Clothing,Toronto,Canada,2023-01-20
428,4,137.98,2,Electronics,LA,USA,2023-07-11
429,320,34.53,1,Electronics,NYC,USA,2023-09-18
430,10,53.68,3,Home,Berlin,Germany,2023-09-15
431,151,41.62,1,Books,Munich,Germany,2023-07-23
432,493,118.63,4,Electronics,Vancouver,Canada,2023-09-13
433,174,54.31,4,Electronics,Toronto,Canada,2023-03-02
434,35,29.97,1,Clothing,LA,USA,2023-11-02
435,451,59.06,2,Electronics,NYC,USA,2023-11-23
436,52,57.21,1,Books,London,UK,2023-09-30
437,458,82.35,1,Electronics,Manchester,UK,2023-10-06
438,350,53.01,2,Clothing,Paris,France,2023-03-09
439,42,131.98,3,Electronics,Lyon,France,2023-04-23
440,8,87.26,1,Home,Lyon,France,2023-08-09
441,445,69.78,1,Electronics,London,UK,2023-06-21
442,367,55.96,2,Clothing,Chicago,USA,2023-11-13
443,231,64.75,3,Clothing,LA,USA,2023-06-18
444,255,118.67,1,Electronics,Vancouver,Canada,2023-03-13
445,302,87.98,2,Clothing,Chicago,USA,2023-01-06
446,424,156.13,1,Home,Manchester,UK,2023-04-12
447,290,56.27,1,Books,Chicago,USA,2023-09-15
448,256,145.72,3,Books,Munich,Germany,2023-12-31
449,236,86.91,2,Electronics,LA,USA,2023-07-05
450,203,5.0,3,Electronics,Vancouver,Canada,2023-05-10
451,65,62.98,2,Home,Munich,Germany,2023-12-31
452,109,193.68,3,Electronics,Paris,France,2023-01-28
453,382,37.54,1,Clothing,LA,USA,2023-12-31
454,267,15.84,2,Home,NYC,USA,2023-05-08
455,364,69.14,3,Home,NYC,USA,2023-01-06
456,314,74.56,1,Home,Paris,France,2023-01-02
457,223,101.06,3,Clothing,LA,USA,2023-08-04
458,413,168.99,1,Electronics,Lyon,France,2023-07-21
459,162,171.82,3,Electronics,NYC,USA,2023-08-25
460,470,105.25,4,Electronics,Berlin,Germany,2023-01-07
461,478,64.05,2,Electronics,Toronto,Canada,2023-09-07
462,285,24.06,1,Books,LA,USA,2023-11-17
463,364,68.75,3,Books,LA,USA,2023-08-02
464,26,56.11,1,Clothing,Chicago,USA,2023-06-27
465,314,101.64,2,Home,Lyon,France,2023-12-29
466,373,41.64,1,Electronics,Chicago,USA,2023-06-07
467,19,92.9,1,Clothing,Paris,France,2023-03-18
468,85,119.26,1,Electronics,Lyon,France,2023-07-10
469,389,45.33,1,Home,NYC,USA,2023-07-03
470,152,64.61,1,Electronics,Toronto,Canada,2023-10-05
471,133,91.01,2,Electronics,LA,USA,2023-06-11
472,379,130.92,2,Books,Manchester,UK,2023-01-08
473,299,85.66,1,Clothing,NYC,USA,2023-05-16
474,438,88.71,2,Books,London,UK,2023-02-24
475,314,63.76,1,Clothing,Paris,France,2023-04-15
476,153,34.26,5,Clothing,Paris,France,2023-05-19
477,272,54.16,1,Clothing,NYC,USA,2023-10-21
478,451,59.34,3,Clothing,Chicago,USA,2023-10-30
479,192,68.77,2,Clothing,Paris,France,2023-02-25
480,439,32.12,3,Clothing,London,UK,2023-06-28
481,143,61.82,1,Books,LA,USA,2023-11-25
482,331,42.53,2,Clothing,NYC,USA,2023-01-17
483,353,81.69,1,Home,Chicago,USA,2023-09-01
484,88,66.47,1,Home,Lyon,France,2023-03-27
485,47,53.25,2,Clothing,Chicago,USA,2023-02-10
486,328,43.63,2,Home,LA,USA,2023-06-17
487,443,32.58,3,Electronics,LA,USA,2023-04-30
