customer_id,age,country,signup_date,is_premium
291,32,USA,2021-05-13 10:52:58,False
292,36,Canada,2022-06-16 20:14:01,False
293,49,Germany,2020-02-17 14:53:04,False
294,18,USA,2020-04-11 15:51:21,True
295,32,Canada,2021-04-09 00:47:48,True
296,36,Canada,2021-03-08 08:26:30,False
297,37,UK,2021-08-20 23:22:47,False
298,31,Germany,2022-03-19 15:01:36,False
299,18,USA,2021-10-05 22:47:17,False
300,38,USA,2020-10-09 04:00:58,False
301,52,Germany,2020-12-24 17:04:35,False
302,19,USA,2022-04-04 13:15:35,True
303,43,Germany,2020-08-08 19:24:27,True
304,31,France,2021-07-06 13:54:50,False
305,34,USA,2021-08-13 12:22:13,False
306,24,Germany,2022-04-02 06:59:47,False
307,31,USA,2022-02-21 22:22:45,False
308,48,Canada,2021-05-24 06:55:59,False
309,40,USA,2020-12-04 20:15:48,False
310,52,Germany,2021-02-07 05:21:20,False
311,46,Germany,2021-03-27 02:28:08,True
312,39,USA,2020-08-28 05:33:11,False
313,52,Germany,2021-11-16 10:42:58,False
314,39,France,2020-08-16 09:12:36,False
315,43,Germany,2021-12-11 22:48:11,False
316,32,France,2022-04-03 15:12:51,True
317,35,Canada,2022-11-20 04:11:58,True
318,28,UK,2020-05-10 07:49:04,True
319,44,UK,2022-04-12 15:58:19,True
320,23,USA,2020-04-04 05:40:47,False
321,42,France,2021-01-04 14:57:35,False
322,33,UK,2020-07-12 05:10:05,False
323,46,UK,2020-06-26 20:43:23,False
324,42,USA,2020-07-11 04:18:52,True
325,53,Canada,2020-02-18 03:45:01,True
326,42,USA,2022-06-21 03:01:22,False
327,19,Germany,2020-03-07 23:55:27,True
328,34,USA,2021-03-12 18:19:05,False
329,23,Canada,2022-02-05 06:46:24,True
330,29,USA,2022-12-21 11:10:40,False
331,50,USA,2022-07-24 15:52:06,False
332,41,Canada,2020-05-30 09:12:17,True
333,28,Canada,2022-12-18 13:28:45,True
334,24,USA,2021-12-17 06:42:41,False
335,35,UK,2020-07-15 19:21:41,True
336,22,France,2021-05-06 19:22:51,False
337,28,Canada,2022-10-02 23:58:25,False
338,38,USA,2021-03-06 15:19:10,True
339,46,UK,2020-07-20 06:24:29,False
340,41,France,2022-08-17 02:12:53,False
341,18,France,2022-11-10 11:04:19,False
342,38,France,2022-12-05 06:04:04,False
343,35,Germany,2022-11-13 11:00:00,True
344,39,USA,2022-08-14 15:40:55,True
345,51,Canada,2021-05-13 02:53:27,False
346,18,Canada,2020-07-29 18:16:37,False
347,29,France,2021-11-07 09:41:13,True
348,40,USA,2020-08-29 23:52:06,True
349,19,USA,2021-06-02 13:52:52,False
350,49,France,2021-12-20 01:22:02,False
351,38,USA,2022-11-03 10:50:13,True
352,43,Canada,2020-11-12 20:03:16,False
353,29,USA,2020-10-03 02:20:33,False
354,43,France,2022-03-16 06:12:35,False
355,45,Canada,2020-01-08 01:55:19,True
356,37,USA,2021-09-12 19:07:43,True
357,37,USA,2022-03-28 12:34:38,False
358,37,Germany,2021-08-26 19:06:15,False
359,26,Germany,2021-02-24 19:33:08,False
360,33,UK,2022-06-27 02:05:53,False
361,33,Germany,2021-02-10 15:41:34,False
362,38,Canada,2022-02-17 17:51:14,False
363,44,UK,2021-05-23 16:47:00,False
364,24,USA,2020-01-30 03:06:05,False
365,33,USA,2021-08-04 10:42:28,False
366,49,USA,2020-02-24 04:58:23,True
367,27,USA,2022-10-17 07:55:42,False
368,26,USA,2021-10-21 07:23:36,False
369,37,Germany,2021-02-11 17:56:12,True
370,43,USA,2021-06-16 20:47:46,False
371,35,Canada,2021-11-09 14:54:20,True
372,48,USA,2020-10-12 03:53:49,True
373,43,USA,2020-11-12 01:54:42,False
374,43,France,2021-04-03 20:19:46,True
375,40,Canada,2020-10-10 09:28:57,False
376,58,USA,2022-04-10 16:04:22,False
377,32,USA,2020-04-23 18:45:40,False
378,18,USA,2022-06-24 23:11:18,True
379,51,UK,2021-01-16 23:40:04,True
380,30,UK,2021-09-07 02:24:41,True
381,36,USA,2020-06-21 21:36:16,True
382,48,USA,2021-02-26 08:45:31,False
383,18,UK,2022-04-07 00:55:09,False
384,22,Canada,2020-10-23 16:24:27,True
385,18,Germany,2020-05-24 23:23:04,False
386,27,UK,2021-07-26 00:32:36,False
387,39,USA,2020-06-27 02:09:43,True
388,40,USA,2020-12-10 23:10:26,True
389,37,USA,2021-05-08 16:55:17,False
390,20,France,2021-09-10 05:57:30,False
391,18,Canada,2021-12-01 18:09:45,True
392,35,Canada,2022-01-11 14:39:51,False
393,30,Canada,2022-07-14 08:07:36,False
394,39,Canada,2020-03-13 10:08:51,False
395,42,Canada,2021-02-01 02:33:47,True
396,36,USA,2020-01-02 04:04:42,True
397,42,USA,2020-01-11 08:22:48,False
398,37,USA,2020-08-20 15:44:16,False
399,40,Germany,2021-10-17 13:33:31,False
400,27,USA,2022-09-07 09:13:49,False
401,33,France,2022-04-27 19:13:45,True
402,36,Germany,2021-12-09 08:01:56,False
403,43,UK,2022-05-02 20:49:16,False
404,31,USA,2020-07-07 11:14:42,False
405,40,USA,2022-07-09 11:01:34,False
406,32,USA,2022-09-02 17:30:11,False
407,33,Canada,2020-04-14 04:18:42,False
408,43,Germany,2021-05-30 01:43:15,False
409,18,France,2022-06-28 17:17:59,False
410,22,USA,2021-06-05 19:07:03,False
411,20,USA,2022-07-10 03:47:32,True
412,18,UK,2022-10-22 08:29:43,True
413,28,France,2021-06-04 05:34:16,True
414,42,France,2020-03-06 04:44:16,False
415,32,USA,2021-01-07 16:44:42,False
416,36,Canada,2020-08-23 20:02:57,False
417,45,USA,2021-06-03 15:07:22,False
418,48,Canada,2021-10-04 00:07:44,False
419,34,USA,2021-05-23 10:23:01,False
420,48,USA,2020-08-02 06:04:37,True
421,35,France,2020-11-26 01:50:36,False
422,26,USA,2022-01-14 18:16:42,False
423,29,UK,2020-01-30 13:45:45,False
424,20,UK,2020-08-22 15:29:00,True
425,26,USA,2022-09-05 00:08:58,False
426,31,France,2020-04-18 16:13:29,False
427,43,Canada,2021-03-30 13:28:35,False
428,52,Canada,2020-08-14 20:32:15,False
429,21,USA,2020-04-24 16:44:06,False
430,38,UK,2021-04-08 07:35:45,False
431,24,USA,2021-07-25 12:00:43,False
432,39,USA,2020-07-12 01:08:30,False
433,33,USA,2020-03-26 06:17:39,False
434,18,Canada,2020-05-27 14:56:20,True
435,44,Canada,2021-12-15 02:13:14,False
436,28,France,2022-07-31 20:51:17,False
437,29,UK,2020-07-16 14:22:40,True
438,24,UK,2020-12-17 03:43:40,False
439,28,UK,2021-01-11 19:43:23,False
440,39,UK,2021-01-30 09:23:47,False
441,33,UK,2020-09-24 18:04:46,False
442,38,USA,2020-03-01 13:49:58,False
443,38,USA,2021-07-29 13:41:45,False
444,48,Canada,2021-01-26 16:15:02,False
445,31,UK,2021-01-10 02:44:56,False
446,20,Canada,2020-10-17 05:29:16,False
447,45,USA,2022-10-15 13:20:50,False
448,31,Germany,2021-10-31 02:11:57,True
449,46,USA,2021-04-03 21:16:10,True
450,38,USA,2020-08-13 02:35:10,False
451,33,USA,2022-05-28 00:45:18,False
452,38,USA,2022-08-31 15:33:53,False
453,54,Canada,2020-02-05 10:06:49,True
454,55,USA,2022-10-15 21:57:02,False
455,35,Germany,2022-02-05 13:32:46,False
456,36,UK,2020-04-19 09:57:22,True
457,45,UK,2022-04-05 11:02:06,False
458,26,UK,2020-04-27 17:07:38,False
459,38,USA,2020-02-25 17:52:09,True
460,34,Canada,2020-05-06 09:32:47,False
461,38,France,2021-05-18 23:25:21,True
462,26,France,2021-11-10 01:08:58,False
463,19,UK,2021-03-22 10:16:24,False
464,18,USA,2020-05-13 16:16:17,False
465,23,Canada,2020-08-06 06:55:39,True
466,30,USA,2022-07-23 05:03:52,False
467,32,USA,2022-11-21 00:51:22,False
468,54,USA,2022-04-06 16:21:28,True
469,46,France,2020-04-23 08:11:54,True
470,25,Germany,2022-06-17 12:15:07,True
471,38,France,2022-01-28 10:04:30,False
472,30,France,2021-07-30 13:29:45,False
473,32,USA,2020-06-05 23:44:48,False
474,36,Canada,2022-12-28 08:35:50,False
475,41,UK,2021-04-30 02:19:11,False
476,31,Germany,2020-02-18 09:58:54,False
477,45,USA,2020-08-18 03:00:41,False
478,23,Canada,2021-03-15 18:52:25,False
479,35,USA,2020-03-09 07:26:39,True
480,60,USA,2020-12-21 00:49:48,False
481,37,UK,2021-05-28 08:53:22,False
482,49,USA,2022-11-05 17:10:16,False
483,35,USA,2020-04-04 16:00:29,False
484,40,Germany,2021-09-24 05:45:02,True
485,34,USA,2022-09-30 16:10:51,False
486,33,Canada,2022-06-02 14:02:49,False
487,27,USA,2022-10-10 17:39:41,False
488,39,France,2020-07-05 16:39:17,False
489,26,UK,2022-05-28 06:31:50,True
490,41,Germany,2022-12-08 13:59:33,True
491,45,Germany,2020-12-23 07:57:52,True
492,38,UK,2021-06-30 12:12:52,True
493,32,Canada,2021-08-04 19:15:03,True
494,39,USA,2021-06-25 01:33:01,False
495,31,USA,2020-11-13 14:25:14,True
496,44,Germany,2022-11-30 02:09:06,True
497,18,France,2022-11-14 07:41:26,False
498,31,USA,2021-02-21 06:47:02,False
499,18,UK,2022-06-01 14:24:07,False
500,20,Canada,2021-03-11 16:29:53,False
